forecast_id,asset,issued_at_utc,published_value,probability_status,direction,confidence,haircut_side,price_at_issue,source_id,source_label,intended_resolution_at_utc,horizon_hours,horizon_class,agent_provenance_snapshot,system_config_hash,coverage_pct,schema_version,status,reason_code,price_at_resolution,resolution_source_id,outcome,outcome_no_deadband,resolved_at_utc,brier_error
093418fde8d3c830eba9a8bc,GOLD,2026-09-17T21:25:24+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-18T17:00:00+00:00,19.58,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
6d158befb9b6548cf4b7ffb6,BTC,2026-09-18T04:47:56+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,77256.42,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-19T04:47:56+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Low-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,81248.99,coinbase:BTC-USD:daily,up,up,2026-09-19T11:04:05+00:00,
d6920da68c0e4caafbb8b93c,BTC,2026-09-19T04:41:13+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,80991.73,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-20T04:41:13+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,80396.49,coinbase:BTC-USD:daily,down,down,2026-09-20T04:56:55+00:00,
9ba392eba241cd7da603b1ff,GOLD,2026-09-19T04:41:14+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4380.01755,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-21T17:00:00+00:00,60.31,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
0befdec304285a898d381618,BTC,2026-09-20T04:56:53+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,80396.49,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-21T04:56:53+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,81396.0,coinbase:BTC-USD:daily,up,up,2026-09-21T05:00:09+00:00,
dceb35b5fe9865bad2a5a892,GOLD,2026-09-20T04:56:54+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4380.03457,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-21T17:00:00+00:00,36.05,gold_weekend_spanning_session,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
ebdcd8dc8e02e156aa62ac07,BTC,2026-09-21T05:00:07+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,81396.0,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-22T05:00:07+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Range"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,85436.42,coinbase:BTC-USD:daily,up,up,2026-09-22T05:00:51+00:00,
54bb04fb840440e8076f4287,GOLD,2026-09-21T05:00:08+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,4359.78463,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-21T17:00:00+00:00,12.0,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
aa7d4c4c81bc06f3e00a8dee,GOLD,2026-09-21T22:00:34+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-22T17:00:00+00:00,18.99,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
5a61095167676af5c91b4604,BTC,2026-09-22T05:00:50+00:00,0.504,NOT_A_PROBABILITY,bullish,0.504,NO_HAIRCUT_FOUND,85436.42,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-23T05:00:50+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""Normal-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,85472.57,coinbase:BTC-USD:daily,flat,up,2026-09-23T11:42:03+00:00,
6657461d0070ab15fe747b2f,GOLD,2026-09-22T21:22:17+00:00,0.35,NOT_A_PROBABILITY,neutral,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-23T17:00:00+00:00,19.63,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
4eeea47a7b1788f7782f7f19,BTC,2026-09-23T04:48:45+00:00,0.401,NOT_A_PROBABILITY,bullish,0.401,NO_HAIRCUT_FOUND,87178.73,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-24T04:48:45+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""High-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,83854.9,coinbase:BTC-USD:daily,down,down,2026-09-24T04:56:08+00:00,
ffaa1e4c2f29a9d70aea6ef3,GOLD,2026-09-23T21:32:34+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-24T17:00:00+00:00,19.46,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
7aeb530f7dfaf8a246c77160,BTC,2026-09-24T04:56:07+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,83854.9,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-25T04:56:07+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""volatility"", ""fed"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""High-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,NOT_A_PROBABILITY,CONFIDENCE_FIELD_NOT_PROBABILITY,84191.15,coinbase:BTC-USD:daily,up,up,2026-09-25T05:01:25+00:00,
81d18173329c26510b946ba3,GOLD,2026-09-24T21:33:31+00:00,0.35,NOT_A_PROBABILITY,bearish,0.35,NO_HAIRCUT_FOUND,,twelvedata:XAU/USD:daily,Twelve Data XAU/USD daily candles,2026-09-25T17:00:00+00:00,19.44,gold_london_ny_session_approx,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bear"", ""volatility_regime"": ""Low-Vol""}",97f49e3cc1dd7ac7,1.0,bellwether_calibration_v1,DATA_QUALITY_FAIL,FUTURE_TIMESTAMP,,,,,,
410bab62198b2a4ae66999aa,BTC,2026-09-25T05:01:24+00:00,0.35,NOT_A_PROBABILITY,bullish,0.35,NO_HAIRCUT_FOUND,84191.15,coinbase:BTC-USD:daily,Coinbase BTC-USD daily candles,2026-09-26T05:01:24+00:00,24.0,btc_24h_wall_clock,"{""brain_matches"": 5, ""confidence_semantics"": ""mapped_research_confidence_not_probability"", ""dominant_tags"": [""liquidity"", ""fed"", ""volatility"", ""rates"", ""hawkish""], ""producer"": ""NeroOrchestrator"", ""technical_regime"": ""Bull"", ""volatility_regime"": ""High-Vol""}",1406609e164a9231,1.0,bellwether_calibration_v1,PENDING,,,,,,,
